reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_name
8a1557f8-5969-4943-8b13-a69a201c7b8d,Shekhar Jadhav,https://play-lh.googleusercontent.com/a-/ALV-UjVOS1HoI6FRAmxew31NOkSQhdA-RXG054BFLVzsOSDts9CgB6w,exelent,3.0,0.0,25.04.18.0,2025-08-05 09:07:34,"Hello, Shekhar. We really appreciate you taking the time to share your feedback. We're listening and working to make PhonePe the best it can be. ∞YR",2025-08-05 18:00:55,25.04.18.0,PhonePe
002c26ce-4c9b-4973-ae16-70a28ac83505,Akram Khan,https://play-lh.googleusercontent.com/a/ACg8ocKCIs_kt6N-lRL86Ugky-Sa85XSkcwX2zWuvtEsJ-kifC7Bjg=mo,good,5.0,0.0,,2025-08-05 09:07:01,,,,PhonePe
c0932075-0d57-4ad1-a868-fd4f41ac051c,Rajendra,https://play-lh.googleusercontent.com/a-/ALV-UjUB6AYWvs9TtLRoladW6MXreFeSoVhUgkgWc5qikQcANyncrsAr,एक नंबर आहे,5.0,0.0,,2025-08-05 09:04:59,,,,PhonePe
95d02701-5b2c-4152-b4a2-02fad3afacd6,shyam ca,https://play-lh.googleusercontent.com/a-/ALV-UjWbRZRRxuXJ7ZPd15FPC_Ofk0yIdrYN0endqCpUwB4Y18hKnJXH,good,5.0,0.0,25.07.11.0,2025-08-05 09:04:31,,,25.07.11.0,PhonePe
e27fcc7f-8bc9-489c-96eb-65743f544c84,Srin,https://play-lh.googleusercontent.com/a/ACg8ocI8GG6XWZrtG-NOqyIEHrX6KwugxqOJuf0cueV9lP4AYR70bQ=mo,good,5.0,0.0,,2025-08-05 09:03:07,,,,PhonePe
d304a4ab-71f9-4154-844b-5d1c45db70c4,Ritik Singh,https://play-lh.googleusercontent.com/a/ACg8ocIJwckUuylYg31eoRMKJcx_QKb856t2QuqakcknEEzCkrjm4A=mo,best,5.0,0.0,,2025-08-05 09:02:17,,,,PhonePe
2f70e7eb-6eac-4111-b8bc-b4db065b0706,Amisha Choudhary,https://play-lh.googleusercontent.com/a/ACg8ocLaCTMpFxwencElHA77jpJ57lqdsBq85aWRM6s2lNzp0_7D4w=mo,good app,5.0,0.0,,2025-08-05 09:01:19,,,,PhonePe
47c8b36a-dec5-4781-974b-5d681d3620bf,Palanisamy P,https://play-lh.googleusercontent.com/a-/ALV-UjVSDF-6fXTV79r9JzT9Dj4RdsUXm097aohFXjuV2W7Rwx-dY0o,awesome,5.0,0.0,25.07.11.0,2025-08-05 09:01:10,,,25.07.11.0,PhonePe
48fde9cc-5178-40f8-a1cb-9fea9a087f68,sina khan,https://play-lh.googleusercontent.com/a/ACg8ocJIWHfErxpJPjzXJidnyt50OSBKaVOjMzK4qioUvHqLt3mihA=mo,v good,5.0,0.0,25.07.11.0,2025-08-05 09:00:18,,,25.07.11.0,PhonePe
d53b6ae3-3880-4495-97ff-03e58ea1f158,jagannath samal,https://play-lh.googleusercontent.com/a-/ALV-UjVjQY_iibO4A4qLC_5vxQY9anWzNfSBUOTHzizVohFC_xvWQOUnXw,good,5.0,0.0,25.06.27.0,2025-08-05 09:00:13,,,25.06.27.0,PhonePe
7ebd58aa-f799-4c43-961c-0784d9663efb,bodyshop vizag,https://play-lh.googleusercontent.com/a/ACg8ocLOJfrsxUq9JD4Ab-6jBFzscNL9xBA2oJD2OUPgszW_4eRXgw=mo,good,5.0,0.0,,2025-08-05 08:58:10,,,,PhonePe
766a0beb-0576-4458-b6c3-4b46e981001e,Faisal Ullah Wani,https://play-lh.googleusercontent.com/a-/ALV-UjVrLbQBlyVrbEvG-4sHqgmDo45tGL9pXYpcAa-7wTLPURZBndo7Vw,good app,5.0,0.0,25.07.11.0,2025-08-05 08:54:16,,,25.07.11.0,PhonePe
11df9e47-f7e2-419f-b072-0c4f210be669,bapu Raju,https://play-lh.googleusercontent.com/a/ACg8ocJ12ZqjqNv6URMCa68ndbbyg6sfU1MKzK5rFihrzYrttGISRA=mo,excellent,5.0,0.0,25.07.11.0,2025-08-05 08:53:01,,,25.07.11.0,PhonePe
398e831d-39cf-4fde-bd76-803bc8d48619,Pintu Damor,https://play-lh.googleusercontent.com/a/ACg8ocKv882n-UMaT7WT5aceygXWi12-_Vx8U7kW1pHyLNZm_b6qkw=mo,nice 👍,5.0,0.0,25.07.11.0,2025-08-05 08:50:40,,,25.07.11.0,PhonePe
